"owner_id" "created_at"
"1" 16564171 "2016-01-30T07:24:01Z"
"2" 4335393 "2016-01-30T01:51:39Z"
"3" 7778870 "2016-01-29T20:48:56Z"
"4" 16557132 "2016-01-29T19:40:24Z"
"5" 14225412 "2016-01-29T15:51:39Z"
"6" 16580072 "2016-01-29T13:58:22Z"
"7" 12905438 "2016-01-29T12:10:40Z"
"8" 11149081 "2016-01-29T03:17:56Z"
"9" 4316072 "2016-01-28T21:19:11Z"
"10" 13946695 "2016-01-28T19:56:40Z"
"11" 16212119 "2016-01-28T17:57:37Z"
"12" 254042 "2016-01-28T16:27:10Z"
"13" 11321960 "2016-01-28T16:12:14Z"
"14" 13206280 "2016-01-28T05:14:53Z"
"15" 15270458 "2016-01-27T19:09:04Z"
"16" 16781155 "2016-01-27T17:27:52Z"
"17" 12550482 "2016-01-27T05:24:56Z"
"18" 16615549 "2016-01-27T03:34:56Z"
"19" 9123836 "2016-01-26T23:28:10Z"
"20" 15331814 "2016-01-26T18:23:14Z"
"21" 16248418 "2016-01-26T14:10:56Z"
"22" 9297051 "2016-01-26T13:35:27Z"
"23" 16827093 "2016-01-26T05:05:11Z"
"24" 8177343 "2016-01-26T04:10:21Z"
"25" 6878516 "2016-01-26T02:35:44Z"
"26" 16615900 "2016-01-26T01:18:10Z"
"27" 15216181 "2016-01-25T23:55:43Z"
"28" 14852404 "2016-01-25T19:54:25Z"
"29" 7516531 "2016-01-25T16:38:02Z"
"30" 12785717 "2016-01-25T10:38:56Z"
"31" 11339505 "2016-01-25T08:01:33Z"
"32" 2177190 "2016-01-25T05:09:07Z"
"33" 466755 "2016-01-25T04:35:45Z"
"34" 13324281 "2016-01-25T04:32:27Z"
"35" 1910347 "2016-01-25T04:26:01Z"
"36" 9814659 "2016-01-25T03:57:28Z"
"37" 2988494 "2016-01-25T01:44:51Z"
"38" 14110786 "2016-01-25T01:12:31Z"
"39" 15617073 "2016-01-25T00:56:40Z"
"40" 13929161 "2016-01-24T23:57:28Z"
"41" 15022569 "2016-01-24T23:44:13Z"
"42" 13388740 "2016-01-24T23:28:24Z"
"43" 16642396 "2016-01-24T23:20:20Z"
"44" 14280449 "2016-01-24T22:35:40Z"
"45" 11020658 "2016-01-24T22:12:09Z"
"46" 13503072 "2016-01-24T22:00:12Z"
"47" 14314857 "2016-01-24T21:42:58Z"
"48" 11341230 "2016-01-24T21:39:38Z"
"49" 12142715 "2016-01-24T21:30:49Z"
"50" 11488078 "2016-01-24T21:08:21Z"
"51" 2643139 "2016-01-24T19:59:31Z"
"52" 13209776 "2016-01-24T19:51:54Z"
"53" 3801424 "2016-01-24T18:57:02Z"
"54" 11831374 "2016-01-24T18:39:12Z"
"55" 6700955 "2016-01-24T18:27:08Z"
"56" 8111805 "2016-01-24T18:10:24Z"
"57" 13735080 "2016-01-24T17:57:54Z"
"58" 5005923 "2016-01-24T17:39:59Z"
"59" 15519308 "2016-01-24T17:29:12Z"
"60" 10492934 "2016-01-24T17:25:38Z"
"61" 8193659 "2016-01-24T17:16:25Z"
"62" 8960381 "2016-01-24T16:53:04Z"
"63" 12280281 "2016-01-24T16:50:30Z"
"64" 13290336 "2016-01-24T16:38:11Z"
"65" 873436 "2016-01-24T16:26:47Z"
"66" 2456014 "2016-01-24T15:50:01Z"
"67" 14316488 "2016-01-24T15:16:52Z"
"68" 12136544 "2016-01-24T15:10:44Z"
"69" 2571870 "2016-01-24T15:06:54Z"
"70" 13170027 "2016-01-24T14:15:06Z"
"71" 14331886 "2016-01-24T13:39:31Z"
"72" 16795456 "2016-01-24T13:16:38Z"
"73" 13014993 "2016-01-24T13:12:46Z"
"74" 16179187 "2016-01-24T12:42:07Z"
"75" 11536650 "2016-01-24T12:41:01Z"
"76" 16591799 "2016-01-24T10:48:28Z"
"77" 13568660 "2016-01-24T10:27:03Z"
"78" 628141 "2016-01-24T09:14:10Z"
"79" 4635648 "2016-01-24T08:21:48Z"
"80" 1903023 "2016-01-24T07:48:08Z"
"81" 9971606 "2016-01-24T07:36:23Z"
"82" 3801164 "2016-01-24T07:25:46Z"
"83" 14684874 "2016-01-24T05:47:56Z"
"84" 15885915 "2016-01-24T05:37:47Z"
"85" 14687151 "2016-01-24T05:14:17Z"
"86" 13085966 "2016-01-24T05:02:55Z"
"87" 16846693 "2016-01-24T04:26:44Z"
"88" 8406114 "2016-01-24T03:33:21Z"
"89" 11975178 "2016-01-24T03:14:00Z"
"90" 6294018 "2016-01-24T03:00:06Z"
"91" 3270118 "2016-01-24T02:58:15Z"
"92" 13729331 "2016-01-24T01:17:46Z"
"93" 7218942 "2016-01-24T01:09:05Z"
"94" 12020478 "2016-01-24T00:37:17Z"
"95" 9540222 "2016-01-23T23:37:23Z"
"96" 12752526 "2016-01-23T22:24:38Z"
"97" 2886774 "2016-01-23T21:49:50Z"
"98" 15522231 "2016-01-23T21:48:59Z"
"99" 13344392 "2016-01-23T21:02:02Z"
"100" 12636872 "2016-01-23T20:47:41Z"
"101" 14166632 "2016-01-23T20:02:13Z"
"102" 15709551 "2016-01-23T19:03:24Z"
"103" 7801388 "2016-01-23T18:41:20Z"
"104" 14247188 "2016-01-23T18:36:43Z"
"105" 7232206 "2016-01-23T18:14:51Z"
"106" 14223960 "2016-01-23T17:38:08Z"
"107" 14196755 "2016-01-23T17:05:20Z"
"108" 2389468 "2016-01-23T16:44:54Z"
"109" 8924150 "2016-01-23T16:42:11Z"
"110" 7354276 "2016-01-23T16:37:08Z"
"111" 13889940 "2016-01-23T15:11:59Z"
"112" 7890655 "2016-01-23T14:49:50Z"
"113" 10180132 "2016-01-23T14:34:26Z"
"114" 533564 "2016-01-23T14:34:17Z"
"115" 781378 "2016-01-23T14:22:01Z"
"116" 11369338 "2016-01-23T13:42:43Z"
"117" 7573622 "2016-01-23T12:22:23Z"
"118" 13615113 "2016-01-23T11:45:40Z"
"119" 7545333 "2016-01-23T09:10:12Z"
"120" 1392578 "2016-01-23T08:38:17Z"
"121" 16389479 "2016-01-23T07:21:27Z"
"122" 5488902 "2016-01-23T07:20:13Z"
"123" 7251318 "2016-01-23T06:28:53Z"
"124" 14257367 "2016-01-23T05:55:54Z"
"125" 14293445 "2016-01-23T05:31:35Z"
"126" 13767188 "2016-01-23T03:03:50Z"
"127" 7224124 "2016-01-23T02:47:51Z"
"128" 765491 "2016-01-23T02:31:31Z"
"129" 12991980 "2016-01-23T02:21:22Z"
"130" 15239833 "2016-01-23T02:11:15Z"
"131" 7490353 "2016-01-23T00:38:47Z"
"132" 2856747 "2016-01-22T23:39:51Z"
"133" 10256805 "2016-01-22T23:22:16Z"
"134" 11433347 "2016-01-22T23:06:33Z"
"135" 14946091 "2016-01-22T19:53:15Z"
"136" 10888583 "2016-01-22T19:47:07Z"
"137" 8430564 "2016-01-22T18:50:11Z"
"138" 16780291 "2016-01-22T18:39:22Z"
"139" 10438790 "2016-01-22T18:00:11Z"
"140" 10352475 "2016-01-22T17:26:38Z"
"141" 3874746 "2016-01-22T16:10:24Z"
"142" 15162865 "2016-01-22T15:10:15Z"
"143" 11005862 "2016-01-22T14:39:02Z"
"144" 1269945 "2016-01-22T13:24:28Z"
"145" 16197669 "2016-01-22T09:45:21Z"
"146" 14853898 "2016-01-22T06:51:22Z"
"147" 11846027 "2016-01-22T03:47:36Z"
"148" 14021722 "2016-01-22T01:34:11Z"
"149" 14302920 "2016-01-22T01:25:34Z"
"150" 13398403 "2016-01-21T23:56:23Z"
"151" 7242316 "2016-01-21T22:39:15Z"
"152" 10289055 "2016-01-21T22:10:15Z"
"153" 6826150 "2016-01-21T22:08:14Z"
"154" 13322583 "2016-01-21T21:27:37Z"
"155" 14137959 "2016-01-21T21:02:39Z"
"156" 51293 "2016-01-21T18:51:22Z"
"157" 15803786 "2016-01-21T18:31:48Z"
"158" 15001393 "2016-01-21T16:33:57Z"
"159" 10904144 "2016-01-21T12:54:47Z"
"160" 16771225 "2016-01-21T11:25:22Z"
"161" 4232684 "2016-01-21T11:20:30Z"
"162" 14979749 "2016-01-21T02:05:45Z"
"163" 14167933 "2016-01-21T01:01:44Z"
"164" 24554 "2016-01-21T00:41:25Z"
"165" 13719276 "2016-01-21T00:10:25Z"
"166" 471792 "2016-01-20T21:15:51Z"
"167" 8426423 "2016-01-20T20:28:42Z"
"168" 11338949 "2016-01-20T19:07:09Z"
"169" 16247111 "2016-01-20T19:04:46Z"
"170" 15108530 "2016-01-20T16:59:23Z"
"171" 13446988 "2016-01-20T07:31:37Z"
"172" 10240378 "2016-01-20T05:53:12Z"
"173" 13616238 "2016-01-20T05:08:37Z"
"174" 7432595 "2016-01-20T03:26:21Z"
"175" 45864 "2016-01-20T02:05:39Z"
